the_geom,ObjectID,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp,date,year
POINT (-73.95575695634014 40.76792130061878),1294,1.0,Manhattan,108.0,5.0,76.0,28.0,12.0,1471,General,05/21/2013,1350 1st Avenue,1350 1st Avenue,1st Avenue,E 72nd & E73rd Street,Manhattan,108,Not Applicable,Not Applicable,40.7679213006,-73.9557569563,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-05-21,2013.0
POINT (-73.99574610945514 40.65891049249133),1955,3.0,Brooklyn,307.0,38.0,51.0,21.0,7.0,1488,General,01/08/2013,750 5th Avenue,750 5th Avenue,5th Avenue,25th Street & 26th Street,Brooklyn,307,Not Applicable,Not Applicable,40.6589104925,-73.9957461095,Green-Wood Cemetery,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-01-08,2013.0
POINT (-73.8625749634915 40.74953406636623),1949,4.0,Queens,404.0,21.0,39.0,13.0,14.0,1342,Plaza,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,Corona,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-06-01,2018.0
POINT (-74.09121663665071 40.60282989880139),87,5.0,Staten Island,502.0,50.0,63.0,24.0,11.0,2647,Municipal Facilities,08/13/2014,1055 Targee Street,1055 Targee Street,Targee,Rome Avenue and Naples Avenue,Staten Island,502,Not Applicable,Not Applicable,40.6028298988,-74.0912166367,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-08-13,2014.0
POINT (-73.90764190856598 40.81645630402308),1548,2.0,Bronx,201.0,17.0,84.0,29.0,15.0,3121,General,08/06/2015,745 E 152nd Street,668 Westchester Avenue,Westchester Avenue,Westchester Avenues & Tinton Avenue,Bronx,201,Not Applicable,Not Applicable,40.816456304,-73.9076419086,Melrose,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-08-06,2015.0
POINT (-73.88819758238343 40.81696971902304),1553,2.0,Bronx,202.0,17.0,85.0,32.0,15.0,1785,General,07/08/2013,809 Hunts Point Avenue,809 Hunts Point Avenue,Hunts Point Avenue,Lafayette Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.816969719,-73.8881975824,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-07-08,2013.0
POINT (-73.9913405545518 40.74488173712876),1109,1.0,Manhattan,105.0,3.0,75.0,28.0,12.0,3335,Municipal Facilities,,776 6th Avenue,776 6th Avenue,6th Avenue,W 26th Street & W 27th Street,Manhattan,105,Not Applicable,Not Applicable,40.7448817371,-73.9913405546,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,Unknown,,
POINT (-73.94180921533847 40.83795035951183),1685,1.0,Manhattan,112.0,7.0,71.0,31.0,13.0,3634,Bus Route,05/06/2017,3906 Broadway,3906 Broadway,Broadway,W. 164th Street & W. 163rd Street,Manhattan,112,M4,Not Applicable,40.8379503595,-73.9418092153,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2017-05-06,2017.0
POINT (-73.99084928976008 40.66721857917302),480,3.0,Brooklyn,306.0,39.0,52.0,21.0,7.0,3120,General,01/14/2014,515 4th Avenue,515 4th Avenue,13th Street,13th & 14th Street,Brooklyn,306,Not Applicable,Not Applicable,40.6672185792,-73.9908492898,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-01-14,2014.0
POINT (-73.93007377120188 40.65183142600228),351,3.0,Brooklyn,317.0,41.0,58.0,20.0,9.0,3704,Senior Safety,06/20/2017,5001 Church Avenue,5001 Church Avenue,Church Avenue,Utica Avenue & E 51st Street,Brooklyn,317,Not Applicable,Not Applicable,40.651831426,-73.9300737712,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2017-06-20,2017.0
POINT (-73.8782097198009 40.881622368715696),1854,2.0,Bronx,207.0,11.0,81.0,36.0,13.0,2220,Senior Center,12/02/2013,3518 Bainbridge Avenue,3518 Bainbridge Avenue,Bainbridge Avenue,East Gun Hill Road and East 211th Street,Bronx,207,Not Applicable,Not Applicable,40.8816223687,-73.8782097198,Norwood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-12-02,2013.0
POINT (-73.88014668555186 40.75621701787993),1199,4.0,Queens,403.0,25.0,34.0,13.0,14.0,2002,General,07/08/2013,87-15 Northern Boulevard,87-15 Northern Boulevard,Northern Boulevard,87th Street & 88th Street,Queens,403,Q66,Not Applicable,40.7562170179,-73.8801466856,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-07-08,2013.0
POINT (-73.94851338687025 40.64031815296653),2076,3.0,Brooklyn,317.0,45.0,42.0,21.0,9.0,3048,General,11/25/2014,1860 Nostrand Avenue,1860 Nostrand Avenue,Nostrand Avenue,Avenue D & Newkirk Avenue,Brooklyn,317,B44,Not Applicable,40.640318153,-73.9485133869,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2014-11-25,2014.0
POINT (-73.91599296755153 40.849254426939936),1749,2.0,Bronx,205.0,14.0,77.0,29.0,15.0,2098,Community Health Centers,08/07/2013,1700 Macombs Road,1700 Macombs Road,Macombs Road,176th Street and University Avenue,Bronx,205,BX18,Not Applicable,40.8492544269,-73.9159929676,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-08-07,2013.0
POINT (-73.95071669426738 40.660572157496254),407,3.0,Brooklyn,309.0,40.0,43.0,20.0,9.0,1744,General,04/05/2013,1112 Nostrand Avenue,1112 Nostrand Avenue,Nostrand Avenue,Maple Street & Midwood Street,Brooklyn,309,B44,Not Applicable,40.6605721575,-73.9507166943,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-04-05,2013.0
POINT (-73.86339768957241 40.728288566973895),976,4.0,Queens,406.0,29.0,28.0,16.0,6.0,1791,General,06/19/2013,93-06 63rd Drive,93-06 63rd Drive,63rd Drive,Queens Boulevard & Wetherole Street,Queens,406,Not Applicable,Not Applicable,40.728288567,-73.8633976896,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-06-19,2013.0
POINT (-73.98547998420318 40.61677324953402),169,3.0,Brooklyn,311.0,47.0,48.0,22.0,10.0,2488,General,05/29/2014,6409 20th Avenue,6409 20th Avenue,20th Avenue,64th Street & 65th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6167732495,-73.9854799842,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-05-29,2014.0
POINT (-73.86802765418506 40.75748785878908),1210,4.0,Queens,403.0,21.0,35.0,13.0,14.0,2543,Municipal Facilities,06/11/2014,100-01 Northern Boulevard,100-01 Northern Boulevard,Northern Bouleverd,100th Street and 101st Street,Queens,403,Not Applicable,Not Applicable,40.7574878588,-73.8680276542,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-06-11,2014.0
POINT (-73.92529964915155 40.67063919123624),522,3.0,Brooklyn,308.0,41.0,55.0,20.0,9.0,3461,Bus Route,11/03/2016,243 Buffalo Avenue,243 Buffalo Avenue,Buffalo Avenue,St Johns Place & Sterling Place,Brooklyn,308,B15,Not Applicable,40.6706391912,-73.9252996492,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-11-03,2016.0
POINT (-73.88132847923883 40.74999396463988),1157,4.0,Queens,403.0,21.0,34.0,13.0,14.0,3940,Senior Safety,02/06/2018,8502 37th Avenue,8502 37th Avenue,37th Avenue,85th Street & 86th Street,Queens,403,Not Applicable,Not Applicable,40.7499939646,-73.8813284792,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-02-06,2018.0
POINT (-73.9727978862324 40.67783779008877),581,3.0,Brooklyn,308.0,35.0,52.0,20.0,9.0,1934,General,05/15/2013,331 Flatbush Avenue,331 Flatbush Avenue,Flatbush Avenue,Park Place & 7th Avenue,Brooklyn,308,B41,North Flatbush,40.6778377901,-73.9727978862,Prospect Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-05-15,2013.0
POINT (-73.93956257357851 40.69871274431439),761,3.0,Brooklyn,303.0,36.0,56.0,18.0,8.0,1059,Senior Center,09/27/2012,888 Park Avenue,888 Park Avenue,Park Avenue,East 78th and 79th Streets,Brooklyn,303,Not Applicable,Not Applicable,40.6987127443,-73.9395625736,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-09-27,2012.0
POINT (-73.90692896161119 40.88008541773331),1923,2.0,Bronx,208.0,11.0,81.0,34.0,13.0,1132,General,03/27/2013,265 West 231st Street,265 West 231st Street,231st Street,Kingsbridge & Corlear Avenue,Bronx,208,BX1,Not Applicable,40.8800854177,-73.9069289616,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2013-03-27,2013.0
POINT (-73.8701329154331 40.73385860928499),1004,4.0,Queens,404.0,25.0,35.0,16.0,6.0,2613,General,08/04/2014,90-15 Queens Boulevard,90-15 Queens Boulevard,59th Avenue,57th & 59th Avenue,Queens,404,Not Applicable,Not Applicable,40.7338586093,-73.8701329154,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2014-08-04,2014.0
POINT (-73.90251614700283 40.74557275528991),2209,4.0,Queens,402.0,26.0,34.0,12.0,14.0,45,SBS,01/24/2019,61-24 Roosevelt Avenue,61-24 Roosevelt Avenue,Roosevelt Avenue,"61st Street & 62nd Street 
Cross Streets  61st Street & 62nd Street",Queens,43,Q53,,40.7455727553,-73.902516147,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR,2019-01-24,2019.0
POINT (-73.95637768608508 40.65248759689239),2116,3.0,Brooklyn,314.0,40.0,43.0,21.0,9.0,3892,Senior Safety,08/23/2017,70 Linden Blvd,70 Linden Blvd,Linden Blvd,Caton Avenue & Bedford Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.6524875969,-73.9563776861,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-08-23,2017.0
POINT (-73.89480206554816 40.822243042395286),1595,2.0,Bronx,202.0,17.0,85.0,32.0,15.0,2709,Municipal Facilities,09/15/2014,977 Fox Street,948 Tiffany Street,Tiffany Street,Westchester Avenue & East 163rd Street,Bronx,202,Not Applicable,Not Applicable,40.8222430424,-73.8948020655,Longwood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-09-15,2014.0
POINT (-73.97493457898061 40.78798464408329),1405,1.0,Manhattan,107.0,6.0,67.0,31.0,10.0,3936,Senior Safety,02/05/2018,540 Amsterdam Avenue,540 Amsterdam Avenue,Amsterdam Avenue,86th Street & 87th Street,Manhattan,107,Not Applicable,Not Applicable,40.7879846441,-73.974934579,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-02-05,2018.0
POINT (-74.00852459443165 40.60541091629125),114,3.0,Brooklyn,311.0,43.0,47.0,22.0,11.0,3403,Bus Route,11/03/2016,1669 Bath Avenue,1669 Bath Avenue,Bath Avenue,17th Avenue & Bay 14th Street,Brooklyn,311,B64,Not Applicable,40.6054109163,-74.0085245944,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKLESS,2016-11-03,2016.0
POINT (-73.86726073331678 40.85672114607203),2103,2.0,Bronx,211.0,13.0,80.0,34.0,14.0,3669,Bus Route,03/11/2017,720 Pelham Parkway South,720 Pelham Parkway South,Pelham Parkway South,Whiteplains Road & Cruger Avenue,Bronx,211,BX12,Not Applicable,40.8567211461,-73.8672607333,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2017-03-11,2017.0
POINT (-73.9859715590229 40.68926074762819),682,3.0,Brooklyn,302.0,33.0,52.0,25.0,8.0,1891,Other,05/01/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6892607476,-73.985971559,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-05-01,2013.0
POINT (-73.85216369535803 40.69323140124404),729,4.0,Queens,409.0,32.0,38.0,15.0,7.0,3943,Bus Route,11/13/2017,87-14 Woodhaven Blvd,87-14 Woodhaven Blvd,Woodhaven Blvd,Jamaica Avenue & 88th Avenue,Queens,0,Q52,Not Applicable,40.6932314012,-73.8521636954,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-11-13,2017.0
POINT (-73.91832040902915 40.76758099014579),1289,4.0,Queens,401.0,22.0,36.0,12.0,12.0,2303,General,12/12/2013,33-02 28th Avenue,33-02 28th Avenue,28th Avenue,33rd & 34th Street,Queens,401,Not Applicable,Not Applicable,40.7675809901,-73.918320409,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-12-12,2013.0
POINT (-73.90409403182514 40.90640432095037),1881,2.0,Bronx,208.0,11.0,81.0,34.0,16.0,2834,General,12/23/2014,5684 Riverdale Avenue,5684 Riverdale Avenue,Riverdale Avenue,West 258th Street & West 259th Street,Bronx,208,Not Applicable,Not Applicable,40.906404321,-73.9040940318,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-12-23,2014.0
POINT (-74.13525240185368 40.625335455083075),216,5.0,Staten Island,501.0,49.0,61.0,24.0,11.0,2377,General,03/25/2014,1378 Forest Avenue,1378 Forest Avenue,Forest Avenue,Veltman Avenue & Burnside Avenue,Staten Island,501,S48,Not Applicable,40.6253354551,-74.1352524019,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-03-25,2014.0
POINT (-73.99003808765626 40.63714062634469),275,3.0,Brooklyn,312.0,44.0,48.0,17.0,10.0,2577,Municipal Facilities,07/03/2014,4508 13th Avenue,4508 13th Avenue,13th Avenue,45th Street and 46th Street,Brooklyn,312,B16,Not Applicable,40.6371406263,-73.9900380877,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-07-03,2014.0
POINT (-73.80767002109056 40.587955207006374),2230,4.0,Queens,414.0,32.0,23.0,15.0,5.0,66,SBS,02/05/2019,81-01 Rockaway Beach Blvd,81-01 Rockaway Beach Blvd,Rockaway Beach Blvd,Beach 84th street & Beach 81st street,Queens,55,Q53,,40.587955207,-73.8076700211,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1.0,LEANING BAR,2019-02-05,2019.0
POINT (-73.97463670757512 40.74202043359816),1067,1.0,Manhattan,106.0,4.0,74.0,27.0,12.0,3201,AAR,10/28/2015,550 1st Avenue,550 1st Avenue,1st Avenue,E. 34th Street and E. 30th Street,Manhattan,106,Not Applicable,Not Applicable,40.7420204336,-73.9746367076,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,1.0,BACKED,2015-10-28,2015.0
POINT (-73.95164037974837 40.81172181766612),1521,1.0,Manhattan,110.0,9.0,70.0,30.0,13.0,2151,General,10/10/2013,330 St. Nicholas Avenue,330 St. Nicholas Avenue,St. Nicholas Avenue,W 126th Street & W 127th Street,Manhattan,110,Not Applicable,Not Applicable,40.8117218177,-73.9516403797,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-10-10,2013.0
POINT (-73.94948932554192 40.70305114534045),2061,3.0,Brooklyn,301.0,33.0,53.0,26.0,7.0,2919,Municipal Facilities,01/07/2015,134 Lorimer Street,134 Lorimer Street,Lorimer Street,Harrison Avenue & Throop Avenue,Brooklyn,301,B48,Not Applicable,40.7030511453,-73.9494893255,South Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKLESS,2015-01-07,2015.0
POINT (-73.96906973371179 40.79446882539078),1442,1.0,Manhattan,107.0,7.0,69.0,30.0,10.0,825,General,02/06/2013,163 West 97th Street,163 West 97th Street,West 97th Street,Amsterdam Avenue & Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.7944688254,-73.9690697337,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-02-06,2013.0
POINT (-73.86999858580108 40.86535670907173),1807,2.0,Bronx,211.0,15.0,80.0,34.0,14.0,3876,AAR,08/23/2017,612 Allerton Avenue,2526 Bronx Park East,Bronx Park East,Bronx Park East & Barker Avenue,Bronx,211,Not Applicable,Not Applicable,40.8653567091,-73.8699985858,Allerton,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-08-23,2017.0
POINT (-73.94880256289228 40.82571871920887),1617,1.0,Manhattan,109.0,7.0,71.0,31.0,13.0,3,Bus Route,05/17/2012,540 West 145th Street,540 West 145th Street,West 145th Street,Broadway and Amsterdam Avenue,Manhattan,109,BX19,Not Applicable,40.8257187192,-73.9488025629,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2012-05-17,2012.0
POINT (-73.98204055762037 40.73185373859282),993,1.0,Manhattan,106.0,4.0,74.0,27.0,12.0,3053,General,11/28/2014,250 1st Avenue,250 1st Avenue,1st Avenue,East 14th Street & East 15th Street,Manhattan,106,M15,Not Applicable,40.7318537386,-73.9820405576,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2014-11-28,2014.0
POINT (-73.94216681899893 40.786965424606315),1400,1.0,Manhattan,111.0,8.0,68.0,29.0,13.0,3354,Municipal Facilities,08/03/2017,345 E 101st Street,345 E 101st Street,1st Avenue,1st Avenue & 2nd Avenue,Manhattan,111,Not Applicable,Not Applicable,40.7869654246,-73.942166819,East Harlem (South),AE,,3.0,BACKED,2017-08-03,2017.0
POINT (-73.97076280863845 40.79164471333386),1421,1.0,Manhattan,107.0,6.0,69.0,30.0,10.0,1972,General,07/23/2013,154 West 93rd Street,154 West 93rd Street,West 93rd Street,Amsterdam Avenue & Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.7916447133,-73.9707628086,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-07-23,2013.0
POINT (-73.9700268547686 40.64404248681368),307,3.0,Brooklyn,314.0,40.0,44.0,21.0,9.0,3393,Bus Route,02/10/2017,547 Coney Island Avenue,547 Coney Island Avenue,Coney Island Avenue,Beverly Road & Hinckley Place,Brooklyn,314,B68,Not Applicable,40.6440424868,-73.9700268548,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2017-02-10,2017.0
POINT (-73.84806804531624 40.81856837181244),1568,2.0,Bronx,209.0,18.0,87.0,32.0,15.0,3601,Bus Route,07/06/2017,575 Castle Hill Avenue,575 Castle Hill Avenue,Castle Hill Avenue,Randall Avenue & Lacombe Avenue,Bronx,209,BX28,Not Applicable,40.8185683718,-73.8480680453,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2017-07-06,2017.0
POINT (-73.8625749634915 40.74953406636623),1938,4.0,Queens,404.0,21.0,39.0,13.0,14.0,1342,Plaza,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,Corona,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-06-01,2018.0
POINT (-73.95415431703658 40.69473963741051),740,3.0,Brooklyn,303.0,33.0,50.0,25.0,8.0,3874,General,01/11/2018,724 Myrtle Avenue,724 Myrtle Avenue,Myrtle Avenue,Walworth Street & Sanford Street,Brooklyn,303,Not Applicable,,40.6947396374,-73.954154317,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2018-01-11,2018.0
POINT (-73.91793122575534 40.743321232819916),1072,4.0,Queens,402.0,26.0,37.0,12.0,14.0,2516,BID,07/25/2014,46-21 Queens Boulevard,46-21 Queens Boulevard,Queens Boulevard,46th Street & 47th Street,Queens,402,Not Applicable,Sunnyside Shines,40.7433212328,-73.9179312258,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-07-25,2014.0
POINT (-73.8118058327512 40.81591611204747),1543,2.0,Bronx,210.0,13.0,82.0,34.0,14.0,1531,General,01/14/2013,150 Throgs Neck Blvd,150 Throgs Neck Blvd,Throgs Neck Blvd,Schurz Road and Harding Avenue,Bronx,210,Not Applicable,Not Applicable,40.815916112,-73.8118058328,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2013-01-14,2013.0
POINT (-73.90047220274182 40.848339442745065),2013,2.0,Bronx,206.0,15.0,86.0,33.0,15.0,2186,General,10/23/2013,1924 Webster Avenue,1924 Webster Avenue,Webster Avenue,E Tremont Avenue & E178th Street,Bronx,206,BX41,Not Applicable,40.8483394427,-73.9004722027,Mount Hope,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-10-23,2013.0
POINT (-74.16946250896487 40.55251478073418),4,5.0,Staten Island,503.0,51.0,62.0,24.0,11.0,2682,Municipal Facilities,08/06/2014,380 Genesee Avenue,380 Genesee Avenue,Genesee Avenue,Wainwright Avenue & Richmond Avenue,Staten Island,503,Not Applicable,Not Applicable,40.5525147807,-74.169462509,Great Kills-Eltingville,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-08-06,2014.0
POINT (-73.93840556480296 40.846290715358926),1727,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,3337,Plaza,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8462907154,-73.9384055648,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2015-12-01,2015.0
POINT (-73.90575592971113 40.71282368985254),872,4.0,Queens,405.0,30.0,37.0,15.0,6.0,1503,General,06/12/2013,5802 Metropolitan Avenue,5802 Metropolitan Avenue,Metropolitan Avenue,Forest Avenue & 60th Street,Queens,405,Q54,Not Applicable,40.7128236899,-73.9057559297,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-06-12,2013.0
POINT (-73.93035657339631 40.75686873219894),1204,4.0,Queens,401.0,26.0,30.0,12.0,12.0,4137,Other,05/01/2018,30-13 36th Avenue,30-13 36th Avenue,31st Street,35th & 36th Avenue,Queens,401,Not Applicable,Not Applicable,40.7568687322,-73.9303565734,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-05-01,2018.0
POINT (-73.95091322537249 40.66469221911198),448,3.0,Brooklyn,309.0,35.0,43.0,20.0,9.0,1751,General,04/08/2013,975 Nostrand Avenue,975 Nostrand Avenue,Nostrand Avenue,Montgomery Street & Empire Boulevard,Brooklyn,309,Not Applicable,Not Applicable,40.6646922191,-73.9509132254,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-04-08,2013.0
POINT (-73.98967343407219 40.606095493745464),119,3.0,Brooklyn,311.0,44.0,47.0,22.0,10.0,4171,Bus Route,03/06/2013,7802 Bay Parkway,7802 Bay Parkway,Bay Parkway,79th Street & 78th Street,Brooklyn,311,B82,Not Applicable,40.6060954937,-73.9896734341,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKLESS,2013-03-06,2013.0
POINT (-73.76613781950496 40.69209817690288),2098,4.0,Queens,412.0,27.0,29.0,14.0,5.0,3619,General,05/13/2017,179-24 Linden Blvd,179-24 Linden Blvd,Linden Blvd,Newburg Street & 180th Street,Queens,412,Not Applicable,Not Applicable,40.6920981769,-73.7661378195,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2017-05-13,2017.0
POINT (-74.02406596663346 40.633590222592),246,3.0,Brooklyn,310.0,43.0,64.0,22.0,11.0,2319,General,02/11/2014,7002 4th Avenue,7002 4th Avenue,4th Avenue,Ovington Avenue & 72nd Street,Brooklyn,310,Not Applicable,Not Applicable,40.6335902226,-74.0240659666,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-02-11,2014.0
POINT (-73.90354924606177 40.82209896962386),1590,2.0,Bronx,203.0,16.0,79.0,32.0,15.0,3462,Municipal Facilities,06/10/2016,905 Tinton Avenue,905 Tinton Avenue,Tinton Avenue,E 161st Street & E 163rd Street,Bronx,203,Not Applicable,Not Applicable,40.8220989696,-73.9035492461,Morrisania,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-06-10,2016.0
POINT (-73.99610139987603 40.71584634553428),2113,1.0,Manhattan,103.0,1.0,65.0,26.0,7.0,3805,Senior Safety,12/28/2017,50 Bowery,50 Bowery,Bowery,Canal Street & Slip Lane,Manhattan,103,Not Applicable,Not Applicable,40.7158463455,-73.9961013999,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-12-28,2017.0
