GISJOIN,GEOID,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry,closest_bench,the_geom,ObjectID,BoroName,Latitude,Longitude,NTAName,SeatingTyp,date,lat_long,distance_km,distance_m,travel_time,travel_time_sec
G3600050012901,36005012901,36,005,012901,4923,40.822397,-73.899246,POINT (1832179.6440999992 586326.0012999997),"(40.8222828598, -73.9009150318)",POINT (-73.90091503179946 40.822282859785254),1593,Bronx,40.8222828598,-73.9009150318,Longwood,BACKLESS,2018-07-12,"(40.8222828598, -73.9009150318)",0.3 km,256,4 mins,
G3600050013000,36005013000,36,005,013000,1198,40.819097,-73.814311,POINT (1839178.2241000012 587607.0425000004),"(40.815916112, -73.8118058328)",POINT (-73.8118058327512 40.81591611204747),1543,Bronx,40.815916112,-73.8118058328,Throgs Neck-Schuylerville,BACKED,2013-01-14,"(40.815916112, -73.8118058328)",0.5 km,514,6 mins,
G3600050013100,36005013100,36,005,013100,5390,40.825959,-73.89771,POINT (1832212.7349999994 586743.7816000003),"(40.829633655, -73.8977633116)",POINT (-73.89776331158353 40.82963365497979),1633,Bronx,40.829633655,-73.8977633116,Morrisania,BACKED,2015-08-06,"(40.829633655, -73.8977633116)",0.5 km,479,6 mins,
G3600050013200,36005013200,36,005,013200,6652,40.815678,-73.821165,POINT (1838708.938000001 587101.9035),"(40.8211657158, -73.8185016047)",POINT (-73.8185016046541 40.82116571575927),1585,Bronx,40.8211657158,-73.8185016047,Throgs Neck-Schuylerville,BACKLESS,2017-02-04,"(40.8211657158, -73.8185016047)",0.9 km,913,12 mins,
G3600050013300,36005013300,36,005,013300,6064,40.822918,-73.903768,POINT (1831798.1011000015 586295.6052999999),"(40.8220989696, -73.9035492461)",POINT (-73.90354924606177 40.82209896962386),1590,Bronx,40.8220989696,-73.9035492461,Morrisania,BACKED,2016-06-10,"(40.8220989696, -73.9035492461)",0.1 km,128,2 mins,
G3600050013500,36005013500,36,005,013500,4001,40.827055,-73.90189,POINT (1831844.2098999992 586782.6367000006),"(40.8249813944, -73.9060991598)",POINT (-73.90609915983663 40.82498139436653),1613,Bronx,40.8249813944,-73.9060991598,Morrisania,BACKED,2014-09-12,"(40.8249813944, -73.9060991598)",0.6 km,597,7 mins,
G3600050013800,36005013800,36,005,013800,3060,40.821999,-73.808706,POINT (1839559.1977000013 588031.7032999992),"(40.815916112, -73.8118058328)",POINT (-73.8118058327512 40.81591611204747),1543,Bronx,40.815916112,-73.8118058328,Throgs Neck-Schuylerville,BACKED,2013-01-14,"(40.815916112, -73.8118058328)",1.2 km,1164,15 mins,
G3600050014100,36005014100,36,005,014100,7344,40.823847,-73.912347,POINT (1831075.7857999988 586231.5143999998),"(40.8240410585, -73.9130369885)",POINT (-73.91303698846083 40.82404105853379),1608,Bronx,40.8240410585,-73.9130369885,Morrisania,BACKED,2016-06-08,"(40.8240410585, -73.9130369885)",64 m,64,1 min,
G3600050014300,36005014300,36,005,014300,1898,40.82732,-73.912767,POINT (1830952.0128999986 586601.9033000004),"(40.8240410585, -73.9130369885)",POINT (-73.91303698846083 40.82404105853379),1608,Bronx,40.8240410585,-73.9130369885,Morrisania,BACKED,2016-06-08,"(40.8240410585, -73.9130369885)",0.6 km,608,8 mins,
G3600050014400,36005014400,36,005,014400,6046,40.820987,-73.823397,POINT (1838389.7807999998 587637.1601),"(40.8211657158, -73.8185016047)",POINT (-73.8185016046541 40.82116571575927),1585,Bronx,40.8211657158,-73.8185016047,Throgs Neck-Schuylerville,BACKLESS,2017-02-04,"(40.8211657158, -73.8185016047)",0.5 km,499,7 mins,
G3600050014500,36005014500,36,005,014500,7055,40.831514,-73.906642,POINT (1831342.3632999994 587176.9725000001),"(40.8319123768, -73.9066460404)",POINT (-73.90664604035655 40.83191237683853),1648,Bronx,40.8319123768,-73.9066460404,Claremont Village-Claremont (East),BACKED,2014-09-10,"(40.8319123768, -73.9066460404)",79 m,79,1 min,
G3600050014701,36005014701,36,005,014701,6361,40.834375,-73.905788,POINT (1831338.052099999 587505.2093000002),"(40.8357700468, -73.9044797845)",POINT (-73.90447978447294 40.83577004675651),1679,Bronx,40.8357700468,-73.9044797845,Claremont Village-Claremont (East),BACKED,2014-09-10,"(40.8357700468, -73.9044797845)",0.2 km,229,3 mins,
G3600050014702,36005014702,36,005,014702,5081,40.836811,-73.90469,POINT (1831364.559700001 587791.8323999997),"(40.8357700468, -73.9044797845)",POINT (-73.90447978447294 40.83577004675651),1679,Bronx,40.8357700468,-73.9044797845,Claremont Village-Claremont (East),BACKED,2014-09-10,"(40.8357700468, -73.9044797845)",0.2 km,213,3 mins,
G3600050014900,36005014900,36,005,014900,4723,40.832531,-73.901418,POINT (1831741.3081 587388.4806999993),"(40.8313279569, -73.9021747769)",POINT (-73.90217477685437 40.83132795685994),1641,Bronx,40.8313279569,-73.9021747769,Morrisania,BACKED,2014-09-12,"(40.8313279569, -73.9021747769)",0.1 km,147,2 mins,
G3600050015100,36005015100,36,005,015100,5957,40.831112,-73.898508,POINT (1832014.7776999995 587289.9400999993),"(40.829633655, -73.8977633116)",POINT (-73.89776331158353 40.82963365497979),1633,Bronx,40.829633655,-73.8977633116,Morrisania,BACKED,2015-08-06,"(40.829633655, -73.8977633116)",0.2 km,212,2 mins,
G3600050015200,36005015200,36,005,015200,2593,40.826547,-73.824701,POINT (1838139.6728000008 588217.7217999995),"(40.8287997141, -73.8244576025)",POINT (-73.82445760249918 40.82879971412698),1628,Bronx,40.8287997141,-73.8244576025,Throgs Neck-Schuylerville,BACKED,2015-07-06,"(40.8287997141, -73.8244576025)",0.4 km,383,5 mins,
G3600050015300,36005015300,36,005,015300,4258,40.832933,-73.894869,POINT (1832263.9499999993 587558.5364999995),"(40.8315966044, -73.8947771307)",POINT (-73.89477713066997 40.83159660439599),1646,Bronx,40.8315966044,-73.8947771307,Crotona Park East,BACKED,2014-10-02,"(40.8315966044, -73.8947771307)",0.1 km,148,2 mins,
G3600050015500,36005015500,36,005,015500,2891,40.836578,-73.889211,POINT (1832630.3235 588064.8373000007),"(40.836052455, -73.8903180129)",POINT (-73.89031801293694 40.83605245501846),1678,Bronx,40.836052455,-73.8903180129,Crotona Park East,BACKLESS,2014-12-03,"(40.836052455, -73.8903180129)",0.1 km,112,1 min,
G3600050015700,36005015700,36,005,015700,5542,40.833057,-73.887,POINT (1832901.1862000003 587723.7916000001),"(40.8343712655, -73.887323001)",POINT (-73.88732300104186 40.83437126549881),1671,Bronx,40.8343712655,-73.887323001,Crotona Park East,BACKED,2014-09-12,"(40.8343712655, -73.887323001)",0.2 km,205,3 mins,
G3600050015800,36005015800,36,005,015800,1442,40.824698,-73.818496,POINT (1838692.5340999998 588136.3026),"(40.8247694622, -73.8202824905)",POINT (-73.82028249047902 40.82476946220927),1612,Bronx,40.8247694622,-73.8202824905,Throgs Neck-Schuylerville,BACKLESS,2013-03-26,"(40.8247694622, -73.8202824905)",0.3 km,268,3 mins,
G3600050015900,36005015900,36,005,015900,2481,40.822437,-73.893289,POINT (1832663.5152999982 586445.2226),"(40.8222430424, -73.8948020655)",POINT (-73.89480206554816 40.822243042395286),1595,Bronx,40.8222430424,-73.8948020655,Longwood,BACKED,2014-09-15,"(40.8222430424, -73.8948020655)",0.5 km,513,6 mins,
G3600050016000,36005016000,36,005,016000,4003,40.831482,-73.817664,POINT (1838584.5154 588891.5315000005),"(40.8287997141, -73.8244576025)",POINT (-73.82445760249918 40.82879971412698),1628,Bronx,40.8287997141,-73.8244576025,Throgs Neck-Schuylerville,BACKED,2015-07-06,"(40.8287997141, -73.8244576025)",0.9 km,916,12 mins,
G3600050016100,36005016100,36,005,016100,5243,40.83653,-73.885767,POINT (1832911.8449000008 588126.0262000002),"(40.8367180742, -73.8848457537)",POINT (-73.88484575370462 40.8367180742488),1680,Bronx,40.8367180742,-73.8848457537,Crotona Park East,BACKED,2013-10-23,"(40.8367180742, -73.8848457537)",88 m,88,1 min,
G3600050016200,36005016200,36,005,016200,1908,40.828858,-73.821461,POINT (1838343.4946999997 588532.1853999998),"(40.8287997141, -73.8244576025)",POINT (-73.82445760249918 40.82879971412698),1628,Bronx,40.8287997141,-73.8244576025,Throgs Neck-Schuylerville,BACKED,2015-07-06,"(40.8287997141, -73.8244576025)",0.3 km,337,4 mins,
G3600050016300,36005016300,36,005,016300,34,40.838601,-73.893167,POINT (1832256.1437 588209.0061000008),"(40.836052455, -73.8903180129)",POINT (-73.89031801293694 40.83605245501846),1678,Bronx,40.836052455,-73.8903180129,Crotona Park East,BACKLESS,2014-12-03,"(40.836052455, -73.8903180129)",0.5 km,545,6 mins,
G3600050016400,36005016400,36,005,016400,1221,40.832263,-73.824778,POINT (1837985.3894000016 588839.0131999999),"(40.8344465548, -73.8264151675)",POINT (-73.82641516751738 40.83444655482483),1670,Bronx,40.8344465548,-73.8264151675,Throgs Neck-Schuylerville,BACKLESS,2013-03-26,"(40.8344465548, -73.8264151675)",0.3 km,279,4 mins,
G3600050016500,36005016500,36,005,016500,1097,40.843252,-73.900639,POINT (1831528.0227000006 588571.8048999999),"(40.8461537137, -73.8992625777)",POINT (-73.89926257767787 40.846153713712965),1719,Bronx,40.8461537137,-73.8992625777,Tremont,BACKED,2014-09-03,"(40.8461537137, -73.8992625777)",0.4 km,449,5 mins,
G3600050016600,36005016600,36,005,016600,2625,40.829852,-73.829625,POINT (1837653.3830000013 588482.5891999993),"(40.8297820398, -73.8255346016)",POINT (-73.82553460156507 40.8297820397741),1636,Bronx,40.8297820398,-73.8255346016,Throgs Neck-Schuylerville,BACKLESS,2013-03-26,"(40.8297820398, -73.8255346016)",0.4 km,448,6 mins,
G3600050016700,36005016700,36,005,016700,3373,40.840033,-73.900512,POINT (1831621.4340000004 588223.4668000005),"(40.8389297248, -73.903090225)",POINT (-73.90309022501286 40.83892972480579),1686,Bronx,40.8389297248,-73.903090225,Claremont Village-Claremont (East),BACKED,2014-09-12,"(40.8389297248, -73.903090225)",0.5 km,455,6 mins,
G3600050016900,36005016900,36,005,016900,1586,40.83738,-73.902328,POINT (1831542.1088000014 587899.3587999996),"(40.8389297248, -73.903090225)",POINT (-73.90309022501286 40.83892972480579),1686,Bronx,40.8389297248,-73.903090225,Claremont Village-Claremont (East),BACKED,2014-09-12,"(40.8389297248, -73.903090225)",0.3 km,273,3 mins,
G3600050017100,36005017100,36,005,017100,10,40.840386,-73.90748,POINT (1831045.2566 588127.6581999995),"(40.8399545294, -73.9103190858)",POINT (-73.91031908582772 40.83995452937807),1695,Bronx,40.8399545294,-73.9103190858,Mount Eden-Claremont (West),BACKED,2013-09-09,"(40.8399545294, -73.9103190858)",0.4 km,368,4 mins,
G3600050017300,36005017300,36,005,017300,6395,40.825921,-73.916854,POINT (1830655.4158000015 586370.7064999994),"(40.8251689122, -73.91686035)",POINT (-73.91686035002203 40.82516891224679),1614,Bronx,40.8251689122,-73.91686035,Concourse-Concourse Village,BACKLESS,2013-09-09,"(40.8251689122, -73.91686035)",0.2 km,238,3 mins,
G3600050017500,36005017500,36,005,017500,6988,40.830649,-73.913585,POINT (1830799.5626999997 586948.9318000004),"(40.8314843284, -73.9142089316)",POINT (-73.91420893161091 40.831484328378586),1657,Bronx,40.8314843284,-73.9142089316,Concourse-Concourse Village,BACKED,2015-09-18,"(40.8314843284, -73.9142089316)",0.3 km,294,4 mins,
G3600050017701,36005017701,36,005,017701,4754,40.833257,-73.911117,POINT (1830933.1678999998 587280.6926000006),"(40.8329540377, -73.9119282689)",POINT (-73.91192826888171 40.83295403769099),1663,Bronx,40.8329540377,-73.9119282689,Concourse-Concourse Village,BACKED,2017-06-29,"(40.8329540377, -73.9119282689)",0.1 km,103,1 min,
G3600050017702,36005017702,36,005,017702,4979,40.836164,-73.909887,POINT (1830958.2855999991 587621.1857999992),"(40.8329540377, -73.9119282689)",POINT (-73.91192826888171 40.83295403769099),1663,Bronx,40.8329540377,-73.9119282689,Concourse-Concourse Village,BACKED,2017-06-29,"(40.8329540377, -73.9119282689)",0.4 km,407,5 mins,
G3600050017901,36005017901,36,005,017901,5124,40.834868,-73.915281,POINT (1830552.7032000013 587376.0392000005),"(40.8334611323, -73.9148539737)",POINT (-73.9148539736516 40.83346113227321),1666,Bronx,40.8334611323,-73.9148539737,Concourse-Concourse Village,BACKED,2017-03-25,"(40.8334611323, -73.9148539737)",0.2 km,209,2 mins,
G3600050017902,36005017902,36,005,017902,3447,40.837071,-73.913812,POINT (1830615.4431999996 587644.4140000008),"(40.8403172948, -73.9154761271)",POINT (-73.91547612706154 40.84031729483216),1692,Bronx,40.8403172948,-73.9154761271,Mount Eden-Claremont (West),BACKED,2014-08-07,"(40.8403172948, -73.9154761271)",0.5 km,547,7 mins,
G3600050018101,36005018101,36,005,018101,3299,40.831805,-73.91606,POINT (1830568.2963000014 587027.2332000006),"(40.8314843284, -73.9142089316)",POINT (-73.91420893161091 40.831484328378586),1657,Bronx,40.8314843284,-73.9142089316,Concourse-Concourse Village,BACKED,2015-09-18,"(40.8314843284, -73.9142089316)",0.4 km,422,5 mins,
G3600050018102,36005018102,36,005,018102,5510,40.832348,-73.917938,POINT (1830401.4351000004 587050.2355000004),"(40.8319837175, -73.9179585731)",POINT (-73.91795857305425 40.831983717510006),1649,Bronx,40.8319837175,-73.9179585731,Concourse-Concourse Village,BACKED,2013-09-11,"(40.8319837175, -73.9179585731)",0.1 km,114,1 min,
G3600050018301,36005018301,36,005,018301,4423,40.82879,-73.920657,POINT (1830271.868900001 586610.1184),"(40.8311409743, -73.9200358293)",POINT (-73.92003582929891 40.83114097425587),1643,Bronx,40.8311409743,-73.9200358293,Concourse-Concourse Village,BACKLESS,2014-01-08,"(40.8311409743, -73.9200358293)",0.4 km,377,5 mins,
G3600050018302,36005018302,36,005,018302,3686,40.828613,-73.918856,POINT (1830423.0313000008 586625.5164000001),"(40.8280679077, -73.917180772)",POINT (-73.91718077202887 40.82806790770635),1627,Bronx,40.8280679077,-73.917180772,Concourse-Concourse Village,BACKED,2014-09-15,"(40.8280679077, -73.917180772)",0.3 km,267,3 mins,
G3600050018400,36005018400,36,005,018400,4329,40.837732,-73.829328,POINT (1837473.539999999 589346.8962999992),"(40.8344465548, -73.8264151675)",POINT (-73.82641516751738 40.83444655482483),1670,Bronx,40.8344465548,-73.8264151675,Throgs Neck-Schuylerville,BACKLESS,2013-03-26,"(40.8344465548, -73.8264151675)",0.5 km,539,7 mins,
G3600050018501,36005018501,36,005,018501,3076,40.827273,-73.908856,POINT (1831271.572999999 586672.1390000004),"(40.8249813944, -73.9060991598)",POINT (-73.90609915983663 40.82498139436653),1613,Bronx,40.8249813944,-73.9060991598,Morrisania,BACKED,2014-09-12,"(40.8249813944, -73.9060991598)",0.5 km,536,8 mins,
G3600050018502,36005018502,36,005,018502,6442,40.826863,-73.905728,POINT (1831536.7628000006 586687.7389000002),"(40.8249813944, -73.9060991598)",POINT (-73.90609915983663 40.82498139436653),1613,Bronx,40.8249813944,-73.9060991598,Morrisania,BACKED,2014-09-12,"(40.8249813944, -73.9060991598)",0.3 km,327,4 mins,
G3600050018900,36005018900,36,005,018900,8360,40.832324,-73.928843,POINT (1829514.4437999986 586837.6335000005),"(40.8326977171, -73.9268365696)",POINT (-73.92683656962967 40.8326977170596),1662,Bronx,40.8326977171,-73.9268365696,Highbridge,BACKED,2014-08-07,"(40.8326977171, -73.9268365696)",0.3 km,268,3 mins,
G3600050018900,36005018900,36,005,018900,8360,40.832324,-73.928843,POINT (1829514.4437999986 586837.6335000005),"(40.8326977171, -73.9268365696)",POINT (-73.92683656962967 40.8326977170596),1661,Bronx,40.8326977171,-73.9268365696,Highbridge,BACKED,2014-08-07,"(40.8326977171, -73.9268365696)",0.3 km,268,3 mins,
G3600050019300,36005019300,36,005,019300,6020,40.83577,-73.927629,POINT (1829524.4301000014 587236.5555000007),"(40.8348853181, -73.9284078404)",POINT (-73.9284078404088 40.83488531806816),1674,Bronx,40.8348853181,-73.9284078404,Highbridge,BACKED,2013-09-09,"(40.8348853181, -73.9284078404)",0.1 km,116,2 mins,
G3600050019400,36005019400,36,005,019400,2022,40.836379,-73.835621,POINT (1836996.4968999997 589077.8198000006),"(40.837913727, -73.8346185262)",POINT (-73.83461852619958 40.837913727030454),1954,Bronx,40.837913727,-73.8346185262,Throgs Neck-Schuylerville,BACKED,2013-03-26,"(40.837913727, -73.8346185262)",0.3 km,346,5 mins,
G3600050019500,36005019500,36,005,019500,7509,40.831214,-73.922242,POINT (1830080.3533000015 586843.7620000001),"(40.8323270586, -73.9220352129)",POINT (-73.92203521290155 40.83232705857935),1650,Bronx,40.8323270586,-73.9220352129,Concourse-Concourse Village,BACKED,2014-01-08,"(40.8323270586, -73.9220352129)",0.1 km,130,2 mins,
G3600050019700,36005019700,36,005,019700,7213,40.834915,-73.91977,POINT (1830186.1284000017 587294.7016000003),"(40.8323270586, -73.9220352129)",POINT (-73.92203521290155 40.83232705857935),1650,Bronx,40.8323270586,-73.9220352129,Concourse-Concourse Village,BACKED,2014-01-08,"(40.8323270586, -73.9220352129)",0.4 km,419,5 mins,
G3600050019900,36005019900,36,005,019900,7909,40.836707,-73.925337,POINT (1829686.8236999996 587382.7970000003),"(40.8348853181, -73.9284078404)",POINT (-73.9284078404088 40.83488531806816),1674,Bronx,40.8348853181,-73.9284078404,Highbridge,BACKED,2013-09-09,"(40.8348853181, -73.9284078404)",0.4 km,441,6 mins,
G3600050020000,36005020000,36,005,020000,5235,40.840991,-73.845848,POINT (1836044.9750000015 589382.6947000008),"(40.842575707, -73.8457797901)",POINT (-73.84577979009109 40.842575706991084),1702,Bronx,40.842575707,-73.8457797901,Westchester Square,BACKED,2014-10-15,"(40.842575707, -73.8457797901)",0.3 km,295,4 mins,
G3600050020100,36005020100,36,005,020100,4345,40.841529,-73.925747,POINT (1829529.1462000012 587900.4077000003),"(40.8422478846, -73.924435269)",POINT (-73.92443526901988 40.84224788455041),1699,Bronx,40.8422478846,-73.924435269,Highbridge,BACKED,2017-02-04,"(40.8422478846, -73.924435269)",0.2 km,187,2 mins,
G3600050020200,36005020200,36,005,020200,2789,40.838289,-73.847695,POINT (1835964.5832000002 589052.6039000005),"(40.8401587858, -73.8424374524)",POINT (-73.84243745244092 40.84015878580688),1694,Bronx,40.8401587858,-73.8424374524,Westchester Square,BACKED,2014-10-15,"(40.8401587858, -73.8424374524)",0.6 km,610,8 mins,
G3600050020400,36005020400,36,005,020400,3129,40.840985,-73.851043,POINT (1835622.4147999994 589281.6849000007),"(40.8413227048, -73.853019104)",POINT (-73.85301910399174 40.84132270477115),1697,Bronx,40.8413227048,-73.853019104,Westchester Square,BACKLESS,2014-12-18,"(40.8413227048, -73.853019104)",0.3 km,275,3 mins,
G3600050020501,36005020501,36,005,020501,7859,40.847734,-73.922599,POINT (1829625.362300001 588637.2318999991),"(40.8471942572, -73.9203849787)",POINT (-73.92038497866697 40.84719425715594),1990,Bronx,40.8471942572,-73.9203849787,University Heights (South)-Morris Heights,BACKED,2014-02-04,"(40.8471942572, -73.9203849787)",0.2 km,219,3 mins,
G3600050020502,36005020502,36,005,020502,2462,40.851323,-73.919455,POINT (1829788.6636000015 589088.8881000001),"(40.8537155257, -73.9191435315)",POINT (-73.91914353148614 40.85371552566771),1763,Bronx,40.8537155257,-73.9191435315,University Heights (South)-Morris Heights,BACKLESS,2018-03-06,"(40.8537155257, -73.9191435315)",0.5 km,524,8 mins,
G3600050020601,36005020601,36,005,020601,3277,40.836605,-73.850437,POINT (1835785.0165 588816.1447999999),"(40.8375157136, -73.8547985922)",POINT (-73.85479859222623 40.83751571355668),1684,Bronx,40.8375157136,-73.8547985922,Parkchester,BACKED,2014-08-05,"(40.8375157136, -73.8547985922)",0.5 km,484,6 mins,
G3600050020900,36005020900,36,005,020900,4823,40.842801,-73.914313,POINT (1830426.8779999986 588259.2039999999),"(40.8426001314, -73.9161537531)",POINT (-73.91615375308258 40.84260013140148),1700,Bronx,40.8426001314,-73.9161537531,Mount Eden-Claremont (West),BACKED,2017-06-29,"(40.8426001314, -73.9161537531)",0.2 km,237,3 mins,
G3600050021001,36005021001,36,005,021001,8946,40.840575,-73.858808,POINT (1835001.1702000014 589087.0505999997),"(40.8369279299, -73.8571646541)",POINT (-73.85716465410276 40.83692792985454),2139,Bronx,40.8369279299,-73.8571646541,Parkchester,BACKED,2018-08-01,"(40.8369279299, -73.8571646541)",0.7 km,681,9 mins,
